"Gear
Group",Year,Time,Lat,Latd,Lon,Effort,SWO,ALB,YFT,BET,CPUE_SWO,CPUE_ALB,CPUE_YFT,CPUE_BET
LL,2008,Sep-08,25,-25,10,7610,1057,0,0,359,0.138896189,0,0,0.04717477
LL,2008,Oct-08,25,-25,0,11556,2368,0,0,1047,0.204915196,0,0,0.090602285
LL,2008,Oct-08,25,-25,5,56950,19968,0,0,4686,0.350623354,0,0,0.082282704
LL,2008,Oct-08,25,-25,10,3960,718,0,0,295,0.181313131,0,0,0.074494949
LL,2008,Nov-08,15,-15,10,43320,60,8,7,7112,0.001385042,0.000184672,0.000161588,0.164173592
LL,2008,Nov-08,25,-25,0,14520,5147,0,0,1985,0.354476584,0,0,0.136707989
LL,2008,Nov-08,25,-25,5,13200,3738,0,0,0,0.283181818,0,0,0
LL,2008,Nov-08,25,-25,10,3300,270,0,0,0,0.081818182,0,0,0
LL,2008,Dec-08,15,-15,10,36000,0,0,37,6710,0,0,0.001027778,0.186388889
LL,2008,Dec-08,25,-25,0,1100,151,0,0,0,0.137272727,0,0,0
LL,2008,Dec-08,25,-25,5,19800,11153,0,0,0,0.563282828,0,0,0
LL,2008,Dec-08,25,-25,10,3300,2079,0,0,0,0.63,0,0,0
LL,2009,Jan-09,15,-15,10,9400,0,0,50,77,0,0,0.005319149,0.008191489
LL,2009,Jan-09,25,-25,5,5500,5098,0,0,0,0.926909091,0,0,0
LL,2009,Jan-09,25,-25,10,31800,14635,65,0,58,0.460220126,0.002044025,0,0.001823899
LL,2009,Feb-09,25,-25,10,13080,150,46,0,15,0.01146789,0.00351682,0,0.001146789
LL,2009,Mar-09,15,-15,10,12600,0,0,0,0,0,0,0,0
LL,2009,Mar-09,20,-20,10,13220,40,0,0,0,0.003025719,0,0,0
LL,2009,Apr-09,15,-15,0,9320,1051,0,15,180,0.11276824,0,0.001609442,0.019313305
LL,2009,Apr-09,15,-15,10,58990,138,11,159,0,0.00233938,0.000186472,0.002695372,0
LL,2009,Apr-09,20,-20,0,11264,1739,47,45,45,0.154385653,0.004172585,0.003995028,0.003995028
LL,2009,Apr-09,20,-20,5,3700,626,0,116,0,0.169189189,0,0.031351351,0
LL,2009,Apr-09,20,-20,10,12880,0,0,0,0,0,0,0,0
LL,2009,Apr-09,25,-25,0,8398,2000,45,63,0,0.238151941,0.005358419,0.007501786,0
LL,2009,Apr-09,25,-25,5,1824,356,13,0,0,0.195175439,0.007127193,0,0
LL,2009,May-09,15,-15,10,56935,1127,2420,391,210,0.019794503,0.042504611,0.00686748,0.003688417
LL,2009,May-09,20,-20,0,13125,2888,187,50,225,0.220038095,0.014247619,0.003809524,0.017142857
LL,2009,May-09,20,-20,5,31446,4981,192,475,437,0.158398524,0.006105705,0.01510526,0.013896839
LL,2009,May-09,20,-20,10,23000,630,0,0,110,0.027391304,0,0,0.004782609
LL,2009,Jun-09,15,-15,10,20370,133,147,50,149,0.00652921,0.007216495,0.00245459,0.007314678
LL,2009,Jun-09,20,-20,5,18002,6661,4724,847,3836,0.370014443,0.262415287,0.047050328,0.213087435
LL,2009,Jul-09,20,-20,10,7140,326,570,171,74,0.045658263,0.079831933,0.02394958,0.010364146
LL,2009,Jul-09,20,-20,10,13939,2012,130,280,0,0.14434321,0.009326351,0.020087524,0
LL,2009,Aug-09,25,-25,10,20141,625,67,130,0,0.03103123,0.003326548,0.006454496,0
LL,2009,Aug-09,20,-20,5,1643,34,0,205,0,0.020693853,0,0.124771759,0
LL,2009,Aug-09,20,-20,10,23188,1496,47,468,15,0.064516129,0.00202691,0.020182853,0.000646886
LL,2009,Sep-09,20,-20,10,16106,360,0,80,0,0.022351919,0,0.004967093,0
LL,2009,Oct-09,25,-25,10,14903,795,0,0,0,0.053344964,0,0,0
LL,2009,Oct-09,15,-15,10,12992,236,0,0,1385,0.018165025,0,0,0.106604064
LL,2009,Nov-09,20,-20,10,16840,567,129,0,312,0.033669834,0.007660333,0,0.018527316
LL,2009,Nov-09,15,-15,10,76464,814,0,1026,1194,0.010645533,0,0.013418079,0.015615191
LL,2009,Dec-09,20,-20,10,16361,1084,0,0,66,0.066255119,0,0,0.004033983
LL,2009,Dec-09,15,-15,5,11280,23,20,30,59,0.002039007,0.00177305,0.002659574,0.005230496
LL,2009,Dec-09,15,-15,10,134355,767,34,644,1303,0.005708757,0.000253061,0.004793272,0.009698188
LL,2009,Dec-09,20,-20,10,4027,0,0,0,0,0,0,0,0
LL,2010,Jan-10,15,-15,5,1438,248,0,0,432,0.172461752,0,0,0.300417246
LL,2010,Jan-10,15,-15,10,12450,601,199,19,374,0.048273092,0.015983936,0.001526104,0.030040161
LL,2010,Jan-10,20,-20,0,3240,833,39,0,12,0.257098765,0.012037037,0,0.003703704
LL,2010,Jan-10,20,-20,5,7400,1058,510,46,15590,0.142972973,0.068918919,0.006216216,2.106756757
LL,2010,Jan-10,20,-20,10,24558,4071,0,56,0,0.165770828,0,0.002280316,0
LL,2010,Jan-10,25,-25,0,2000,844,0,120,0,0.422,0,0.06,0
LL,2010,Jan-10,25,-25,10,38604,4514,0,147,20,0.116930888,0,0.003807896,0.000518081
LL,2010,Jan-10,25,-25,15,1630,477,0,0,0,0.292638037,0,0,0
LL,2010,Feb-10,15,-15,5,1540,140,0,0,358,0.090909091,0,0,0.232467532
LL,2010,Feb-10,15,-15,10,12793,349,77,27,1206,0.027280544,0.006018917,0.002110529,0.094270304
LL,2010,Feb-10,20,-20,0,3440,1073,22,61,75,0.311918605,0.006395349,0.017732558,0.021802326
LL,2010,Feb-10,20,-20,5,90,0,780,0,27975,0,8.666666667,0,310.8333333
LL,2010,Feb-10,20,-20,10,63060,21065,324,348,224,0.334046939,0.005137964,0.005518554,0.003552173
LL,2010,Feb-10,25,-25,0,2000,2151,25,38,0,1.0755,0.0125,0.019,0
LL,2010,Feb-10,25,-25,10,94984,2116,25598,0,49,0.022277436,0.269498021,0,0.000515876
LL,2010,Feb-10,25,-25,15,3168,0,0,0,0,0,0,0,0
LL,2010,Mar-10,15,-15,0,3800,0,0,0,0,0,0,0,0
LL,2010,Mar-10,15,-15,5,539,105,75,0,87,0.194805195,0.139146568,0,0.161410019
LL,2010,Mar-10,15,-15,10,36721,9214,118,126,2330,0.250919093,0.00321342,0.003431279,0.063451431
LL,2010,Mar-10,20,-20,0,1500,590,59,0,0,0.393333333,0.039333333,0,0
LL,2010,Mar-10,20,-20,5,10000,0,710,0,7925,0,0.071,0,0.7925
LL,2010,Mar-10,20,-20,10,274333,5126,0,61,1520,0.01868532,0,0.000222357,0.005540711
LL,2010,Mar-10,25,-25,0,12858,5289,1182,57,0,0.411339244,0.091927205,0.004433038,0
LL,2010,Mar-10,25,-25,10,176176,1283,8,22,97,0.00728249,4.54091E-05,0.000124875,0.000550586
LL,2010,Apr-10,15,-15,10,16877,632,8,18,1189,0.037447414,0.000474018,0.00106654,0.07045091
LL,2010,Apr-10,20,-20,0,4960,1918,44,40,0,0.386693548,0.008870968,0.008064516,0
LL,2010,Apr-10,20,-20,5,6000,0,420,0,5480,0,0.07,0,0.913333333
LL,2010,Apr-10,20,-20,10,54074,9933,55,207,688,0.183692717,0.001017125,0.003828087,0.012723305
LL,2010,Apr-10,25,-25,0,12503,5187,235,170,124,0.414860433,0.018795489,0.013596737,0.00991762
LL,2010,Apr-10,25,-25,5,3000,1465,0,0,0,0.488333333,0,0,0
LL,2010,Apr-10,25,-25,10,7557,4109,876,239,434,0.543734286,0.115919015,0.031626307,0.057430197
LL,2010,May-10,15,-15,5,3491,643,0,0,26,0.184187912,0,0,0.007447723
LL,2010,May-10,15,-15,10,53725,2548,11,0,2208,0.04742671,0.000204746,0,0.041098185
LL,2010,May-10,20,-20,0,7320,1670,86,0,0,0.228142077,0.011748634,0,0
LL,2010,May-10,20,-20,5,5540,1547,400,0,14295,0.279241877,0.072202166,0,2.58032491
LL,2010,May-10,20,-20,10,37717,6085,615,0,1019,0.161333086,0.016305645,0,0.027016995
LL,2010,May-10,25,-25,0,44000,16760,616,0,81,0.380909091,0.014,0,0.001840909
LL,2010,May-10,25,-25,5,1515,457,15,0,62,0.301650165,0.00990099,0,0.040924092
LL,2010,May-10,25,-25,10,12424,3692,603,0,340,0.297166774,0.048535093,0,0.027366388
LL,2010,Jun-10,15,-15,5,1451,0,22,0,826,0,0.015161957,0,0.569262578
LL,2010,Jun-10,15,-15,10,95283,10223,39,319,4324,0.107290912,0.000409307,0.003347921,0.045380603
LL,2010,Jun-10,20,-20,0,38000,9875,374,185,158,0.259868421,0.009842105,0.004868421,0.004157895
LL,2010,Jun-10,20,-20,5,9000,3771,644,90,14401,0.419,0.071555556,0.01,1.600111111
LL,2010,Jun-10,20,-20,10,28922,8666,247,120,792,0.299633497,0.008540212,0.004149091,0.027383998
LL,2010,Jun-10,25,-25,0,2000,415,0,0,0,0.2075,0,0,0
LL,2010,Jun-10,25,-25,10,23290,6428,1209,59,149,0.275998283,0.051910691,0.002533276,0.006397596
LL,2010,Jun-10,25,-25,15,1440,17,0,0,14,0.011805556,0,0,0.009722222
LL,2010,Jul-10,15,-15,5,9914,2284,0,0,328,0.230381279,0,0,0.033084527
LL,2010,Jul-10,15,-15,10,65808,6934,313,71,3123,0.105367129,0.004756261,0.001078896,0.047456236
LL,2010,Jul-10,20,-20,5,10977,3138,70,10,1588,0.285870456,0.00637697,0.000910996,0.14466612
LL,2010,Jul-10,20,-20,10,44582,7493,386,206,595,0.168072316,0.008658203,0.004620699,0.013346194
LL,2010,Jul-10,25,-25,0,2000,316,0,23,0,0.158,0,0.0115,0
LL,2010,Jul-10,25,-25,5,24000,3648,46,243,186,0.152,0.001916667,0.010125,0.00775
LL,2010,Jul-10,25,-25,10,4686,2054,180,21,156,0.438326931,0.038412292,0.004481434,0.033290653
LL,2010,Jul-10,25,-25,15,1889,486,0,0,0,0.257278984,0,0,0
LL,2010,Aug-10,15,-15,10,99029,2377,274,55,255,0.02400307,0.002766866,0.000555393,0.002575003
LL,2010,Aug-10,20,-20,0,2000,91,27,0,0,0.0455,0.0135,0,0
LL,2010,Aug-10,20,-20,5,4654,689,92,0,1978,0.148044693,0.019767942,0,0.425010743
LL,2010,Aug-10,20,-20,10,55432,8751,68,116,773,0.157869101,0.001226728,0.002092654,0.013945014
LL,2010,Aug-10,25,-25,10,9644,863,339,0,0,0.089485691,0.035151389,0,0
LL,2010,Aug-10,25,-25,15,1137,830,0,0,0,0.729991205,0,0,0
LL,2010,Sep-10,15,-15,0,4000,30,0,0,30,0.0075,0,0,0.0075
LL,2010,Sep-10,15,-15,5,1440,215,0,0,0,0.149305556,0,0,0
LL,2010,Sep-10,15,-15,10,62668,358,0,461,20172,0.005712644,0,0.007356226,0.321886768
LL,2010,Sep-10,20,-20,0,3850,782,0,0,0,0.203116883,0,0,0
LL,2010,Sep-10,20,-20,5,3528,626,87,124,186,0.177437642,0.024659864,0.035147392,0.052721088
LL,2010,Sep-10,20,-20,10,43508,3072,67,0,922,0.070607704,0.001539947,0,0.021191505
LL,2010,Sep-10,25,-25,0,2000,699,16,90,0,0.3495,0.008,0.045,0
LL,2010,Sep-10,25,-25,5,12000,771,0,0,34,0.06425,0,0,0.002833333
LL,2010,Sep-10,25,-25,10,45326,2510,146,30,65,0.055376605,0.003221109,0.000661872,0.001434056
LL,2010,Sep-10,25,-25,15,1356,1259,0,0,0,0.928466077,0,0,0
LL,2010,Oct-10,15,-15,5,9662,98,0,0,156,0.010142828,0,0,0.016145726
LL,2010,Oct-10,15,-15,10,23600,344,0,31,1308,0.014576271,0,0.001313559,0.055423729
LL,2010,Oct-10,20,-20,0,2000,402,0,0,0,0.201,0,0,0
LL,2010,Oct-10,20,-20,5,2408,309,42,0,30,0.128322259,0.01744186,0,0.012458472
LL,2010,Oct-10,20,-20,10,60978,3094,55,0,214,0.050739611,0.000901965,0,0.003509462
LL,2010,Oct-10,25,-25,0,2000,1261,16,306,0,0.6305,0.008,0.153,0
LL,2010,Oct-10,25,-25,5,10000,2054,0,406,0,0.2054,0,0.0406,0
LL,2010,Oct-10,25,-25,10,56264,1118,210,127,217,0.01987061,0.003732404,0.002257216,0.003856818
LL,2010,Oct-10,25,-25,15,1356,1259,0,0,0,0.928466077,0,0,0
LL,2010,Nov-10,15,-15,10,31673,390,0,0,227,0.012313327,0,0,0.007166988
LL,2010,Nov-10,20,-20,0,5440,1944,21,95,0,0.357352941,0.003860294,0.017463235,0
LL,2010,Nov-10,20,-20,5,408,0,0,0,24,0,0,0,0.058823529
LL,2010,Nov-10,20,-20,10,78969,2387,0,143,222,0.030227051,0,0.001810837,0.00281123
LL,2010,Nov-10,25,-25,0,30000,7347,10,244,0,0.2449,0.000333333,0.008133333,0
LL,2010,Nov-10,25,-25,10,9847,1947,126,42,18,0.197725195,0.012795775,0.004265258,0.001827968
LL,2010,Nov-10,25,-25,15,1373,530,0,0,0,0.386016023,0,0,0
LL,2010,Dec-10,15,-15,10,61791,690,0,214,3375,0.011166675,0,0.003463288,0.054619605
LL,2010,Dec-10,20,-20,0,8000,1517,0,62,0,0.189625,0,0.00775,0
LL,2010,Dec-10,20,-20,5,11340,712,0,42,1817,0.062786596,0,0.003703704,0.160229277
LL,2010,Dec-10,20,-20,10,46324,2782,27,15,465,0.060055263,0.000582851,0.000323806,0.010037993
LL,2010,Dec-10,25,-25,0,6000,1240,0,85,0,0.206666667,0,0.014166667,0
LL,2010,Dec-10,25,-25,10,15110,5645,53,0,112,0.373593647,0.003507611,0,0.00741231
LL,2011,Jan-11,15,-15,0,1648,30,0,0,105,0.018203883,0,0,0.063713592
LL,2011,Jan-11,15,-15,5,2622,1002,57,0,0,0.38215103,0.02173913,0,0
LL,2011,Jan-11,15,-15,10,28186,347,0,94,421,0.012311076,0,0.003334989,0.014936493
LL,2011,Jan-11,20,-20,5,4482,0,0,10,2630,0,0,0.002231147,0.586791611
LL,2011,Jan-11,20,-20,10,120556,3168,40,1118,609,0.026278244,0.000331796,0.009273699,0.005051594
LL,2011,Jan-11,25,-25,5,2026,882,0,0,0,0.435340573,0,0,0
LL,2011,Jan-11,25,-25,10,37848,73,0,0,0,0.001928768,0,0,0
LL,2011,Jan-11,25,-25,15,3830,2642,0,0,0,0.689817232,0,0,0
LL,2011,Feb-11,15,-15,10,19735,110,0,366,75,0.005573854,0,0.018545731,0.003800355
LL,2011,Feb-11,20,-20,5,6921,88,0,0,12182,0.012714926,0,0,1.760150267
LL,2011,Feb-11,20,-20,10,131920,1181,0,1839,544,0.008952395,0,0.013940267,0.004123711
LL,2011,Feb-11,25,-25,0,6834,3134,0,0,0,0.458589406,0,0,0
LL,2011,Feb-11,25,-25,5,2581,1545,0,0,0,0.598605192,0,0,0
LL,2011,Feb-11,25,-25,10,20922,201,47,0,8,0.009607112,0.002246439,0,0.000382373
LL,2011,Feb-11,20,-20,5,5321,2670,23,0,0,0.501785379,0.004322496,0,0
LL,2011,Mar-11,20,-20,10,7896,4979,69,0,0,0.630572442,0.008738602,0,0
LL,2011,Mar-11,15,-15,10,50671,1463,0,459,502,0.028872531,0,0.009058436,0.009907047
LL,2011,Mar-11,20,-20,5,5699,0,0,0,24911,0,0,0,4.37111774
LL,2011,Mar-11,20,-20,10,119301,4220,39,436,727,0.035372713,0.000326904,0.003654622,0.00609383
LL,2011,Mar-11,25,-25,5,3297,144,42,0,40,0.043676069,0.012738854,0,0.012132241
LL,2011,Apr-11,25,-25,10,17451,125,0,0,253,0.007162913,0,0,0.014497737
LL,2011,Apr-11,15,-15,0,3445,28,94,37,1295,0.008127721,0.027285922,0.010740203,0.375907112
LL,2011,Apr-11,15,-15,5,20865,289,713,105,6293,0.013850947,0.034172058,0.005032351,0.30160556
LL,2011,Apr-11,15,-15,10,75794,2962,404,3985,3835,0.039079611,0.005330237,0.052576721,0.050597673
LL,2011,Apr-11,20,-20,5,9361,32,0,0,35866,0.003418438,0,0,3.831428266
LL,2011,Apr-11,20,-20,10,95982,12588,388,2522,2819,0.131149591,0.004042425,0.02627576,0.02937009
LL,2011,Apr-11,25,-25,10,3780,0,0,0,0,0,0,0,0
LL,2011,May-11,15,-15,5,34225,413,2759,1245,9653,0.012067202,0.080613587,0.036376917,0.282045289
LL,2011,May-11,15,-15,10,163973,19296,5831,27562,28835,0.11767791,0.035560733,0.168088649,0.175852122
LL,2011,May-11,20,-20,5,12978,690,0,190,41071,0.053166898,0,0.01464016,3.164663276
LL,2011,May-11,20,-20,10,11276,669,0,48,736,0.059329549,0,0.004256829,0.065271373
LL,2011,Jun-11,25,-25,10,12201,635,40,44,813,0.052044914,0.00327842,0.003606262,0.066633882
LL,2011,Jun-11,15,-15,5,59840,1437,3957,7735,31498,0.024014037,0.066126337,0.129261364,0.526370321
LL,2011,Jun-11,15,-15,10,129527,11535,3991,6740,15198,0.089054792,0.030812109,0.052035483,0.11733461
LL,2011,Jun-11,20,-20,0,8000,1626,0,91,0,0.20325,0,0.011375,0
LL,2011,Jun-11,20,-20,5,8407,958,0,335,2663,0.113952658,0,0.039847746,0.316759843
LL,2011,Jun-11,20,-20,10,50276,8529,26,833,137,0.169643568,0.000517145,0.016568542,0.002724958
LL,2011,Jul-11,25,-25,0,2000,772,0,84,0,0.386,0,0.042,0
LL,2011,Jul-11,15,-15,5,3324,198,0,0,64,0.059566787,0,0,0.019253911
LL,2011,Jul-11,15,-15,10,42012,572,18,0,36,0.013615158,0.000428449,0,0.000856898
LL,2011,Jul-11,20,-20,0,34000,9769,264,534,0,0.287323529,0.007764706,0.015705882,0
LL,2011,Jul-11,20,-20,5,10783,2004,32,220,1657,0.185848094,0.002967634,0.020402485,0.15366781
LL,2011,Jul-11,20,-20,10,46569,2662,121,10,238,0.05716249,0.002598295,0.000214735,0.005110696
LL,2011,Jul-11,25,-25,0,6000,2461,67,136,0,0.410166667,0.011166667,0.022666667,0
LL,2011,Jul-11,25,-25,5,6000,1392,32,547,215,0.232,0.005333333,0.091166667,0.035833333
LL,2011,Jul-11,25,-25,10,24875,2108,0,830,1585,0.084743719,0,0.033366834,0.063718593
LL,2011,Aug-11,15,-15,5,8000,1839,0,0,1914,0.229875,0,0,0.23925
LL,2011,Aug-11,20,-20,0,16000,5864,32,301,0,0.3665,0.002,0.0188125,0
LL,2011,Aug-11,20,-20,5,2407,113,0,15,1959,0.046946406,0,0.006231824,0.813876194
LL,2011,Aug-11,20,-20,10,30627,2494,0,231,551,0.081431417,0,0.007542365,0.017990662
LL,2011,Aug-11,25,-25,5,14000,4348,0,111,0,0.310571429,0,0.007928571,0
LL,2011,Aug-11,25,-25,10,23912,3438,32,0,0,0.143777183,0.00133824,0,0
LL,2011,Sep-11,15,-15,5,21945,3544,25,46,1928,0.161494646,0.001139212,0.002096149,0.087856004
LL,2011,Sep-11,15,-15,10,33292,642,13,217,3182,0.019283912,0.000390484,0.006518082,0.095578517
LL,2011,Sep-11,20,-20,5,4657,576,0,59,2943,0.123684776,0,0.0126691,0.6319519
LL,2011,Sep-11,20,-20,10,26040,846,0,0,98,0.032488479,0,0,0.003763441
LL,2011,Oct-11,15,-15,10,30984,481,0,0,0,0.015524141,0,0,0
LL,2011,Oct-11,20,-20,5,407,0,0,0,940,0,0,0,2.30958231
LL,2011,Oct-11,20,-20,10,14472,217,0,0,0,0.014994472,0,0,0
LL,2011,Nov-11,15,-15,10,17940,0,0,0,0,0,0,0,0
LL,2011,Nov-11,20,-20,10,33849,411,0,0,2618,0.012142161,0,0,0.077343496
LL,2011,Nov-11,25,-25,10,4609,0,0,0,0,0,0,0,0
LL,2011,Dec-11,15,-15,5,3088,0,0,0,7,0,0,0,0.002266839
LL,2011,Dec-11,15,-15,10,27923,20,10,0,18,0.000716255,0.000358128,0,0.00064463
LL,2011,Dec-11,20,-20,5,814,28,0,0,3698,0.034398034,0,0,4.542997543
LL,2011,Dec-11,20,-20,10,67722,2107,18,0,15,0.031112489,0.000265793,0,0.000221494
LL,2012,Jan-12,15,-15,5,1647,0,0,0,8,0,0,0,0.004857316
LL,2012,Jan-12,15,-15,10,41226,255,0,0,47,0.006185417,0,0,0.001140057
LL,2012,Jan-12,20,-20,5,12000,7568,45,0,0,0.630666667,0.00375,0,0
LL,2012,Jan-12,20,-20,10,71966,8892,170,18,156,0.123558347,0.002362227,0.000250118,0.00216769
LL,2012,Jan-12,25,-25,5,2000,1122,0,0,0,0.561,0,0,0
LL,2012,Jan-12,25,-25,10,57810,22059,21,0,104,0.381577582,0.000363259,0,0.001798997
LL,2012,Jan-12,15,-15,10,3440,2940,20,0,0,0.854651163,0.005813953,0,0
LL,2012,Jan-12,20,-20,10,28685,26180,280,20,0,0.912672128,0.009761199,0.000697229,0
LL,2012,Jan-12,25,-25,5,9309,3312,40,0,0,0.355784724,0.004296917,0,0
LL,2012,Jan-12,25,-25,15,212,244,0,0,0,1.150943396,0,0,0
LL,2012,Feb-12,15,-15,5,10530,160,168,54,1468,0.015194682,0.015954416,0.005128205,0.139411206
LL,2012,Feb-12,15,-15,10,34235,348,891,365,3017,0.010165036,0.026025997,0.010661604,0.088126187
LL,2012,Feb-12,20,-20,10,9016,0,321,0,40,0,0.035603372,0,0.004436557
LL,2012,Feb-12,25,-25,10,87604,31725,2248,0,48,0.362140998,0.025660929,0,0.00054792
LL,2012,Feb-12,15,-15,10,5092,3851,45,50,0,0.756284368,0.008837392,0.009819324,0
LL,2012,Feb-12,20,-20,10,35628,21316,25,100,0,0.598293477,0.000701695,0.002806781,0
LL,2012,Feb-12,25,-25,10,1372,386,0,0,0,0.281341108,0,0,0
LL,2012,Mar-12,15,-15,5,37604,811,718,453,10442,0.021566855,0.019093713,0.012046591,0.277683225
LL,2012,Mar-12,15,-15,10,84500,1222,1068,858,15913,0.014461538,0.012639053,0.010153846,0.188319527
LL,2012,Mar-12,20,-20,10,8207,159,48,0,9,0.019373705,0.005848666,0,0.001096625
LL,2012,Mar-12,25,-25,10,69364,25758,0,0,0,0.371345366,0,0,0
LL,2012,Mar-12,15,-15,5,10090,950,0,125,0,0.094152626,0,0.012388503,0
LL,2012,Mar-12,15,-15,10,4680,1217,20,0,0,0.260042735,0.004273504,0,0
LL,2012,Mar-12,20,-20,5,10560,1530,0,80,0,0.144886364,0,0.007575758,0
LL,2012,Mar-12,20,-20,10,4760,1220,0,120,0,0.256302521,0,0.025210084,0
LL,2012,Apr-12,15,-15,10,43358,1085,54,169,282,0.025024217,0.001245445,0.003897781,0.00650399
LL,2012,Apr-12,20,-20,10,61316,4408,96,253,320,0.071889882,0.00156566,0.004126166,0.005218866
LL,2012,May-12,15,-15,5,107100,10116,10930,3705,41403,0.094453782,0.102054155,0.034593838,0.386582633
LL,2012,May-12,15,-15,10,11846,924,0,85,0,0.078001013,0,0.007175418,0
LL,2012,May-12,20,-20,5,3787,682,2,0,0,0.180089781,0.000528123,0,0
LL,2012,May-12,20,-20,10,24272,4220,0,346,0,0.173862887,0,0.014255109,0
LL,2012,May-12,25,-25,10,38736,5517,0,1740,0,0.142425651,0,0.044919455,0
LL,2012,Jun-12,15,-15,5,11908,8614,101,1515,0,0.723379241,0.008481693,0.127225395,0
LL,2012,Jun-12,15,-15,10,1198,78,0,0,0,0.065108514,0,0,0
LL,2012,Jun-12,20,-20,10,4748,301,20,0,0,0.063395114,0.0042123,0,0
LL,2012,Jul-12,15,-15,10,3528,190,0,10,0,0.053854875,0,0.002834467,0
LL,2012,Jul-12,15,-15,5,10508,355,0,10,0,0.033783784,0,0.000951656,0
LL,2012,Jul-12,15,-15,10,7474,45,0,0,0,0.006020872,0,0,0
LL,2012,Jul-12,20,-20,5,4022,201,0,0,0,0.049975137,0,0,0
LL,2012,Jul-12,20,-20,10,38916,3676,8,0,0,0.094459862,0.000205571,0,0
LL,2012,Aug-12,15,-15,10,5846,1326,0,20,60,0.226821758,0,0.003421143,0.010263428
LL,2012,Aug-12,15,-15,5,2395,89,0,0,0,0.037160752,0,0,0
LL,2012,Sep-12,15,-15,5,2280,16,0,0,0,0.007017544,0,0,0
LL,2012,Sep-12,20,-20,10,13778,768,0,26,80,0.055741036,0,0.001887066,0.005806358
LL,2012,Sep-12,25,-25,10,15120,304,0,0,0,0.02010582,0,0,0
LL,2012,Oct-12,20,-20,10,5184,54,0,0,0,0.010416667,0,0,0
LL,2012,Oct-12,25,-25,10,19440,0,0,0,0,0,0,0,0
LL,2012,Nov-12,15,-15,5,88950,176,21,1850,37762,0.00197864,0.000236088,0.020798201,0.424530635
LL,2012,Nov-12,15,-15,10,42844,144,0,1219,1230,0.003361031,0,0.028452059,0.028708804
LL,2012,Nov-12,20,-20,10,2016,0,0,0,0,0,0,0,0
LL,2012,Nov-12,25,-25,5,4000,1023,0,0,150,0.25575,0,0,0.0375
LL,2012,Nov-12,25,-25,10,12500,3932,0,0,0,0.31456,0,0,0
LL,2012,Dec-12,15,-15,5,77730,130,25,4187,34939,0.001672456,0.000321626,0.053865946,0.449491831
LL,2012,Dec-12,15,-15,10,27792,0,0,185,0,0,0,0.006656592,0
LL,2012,Dec-12,20,-20,5,25410,176,566,149,4342,0.006926407,0.022274695,0.005863833,0.170877607
LL,2012,Dec-12,20,-20,10,14424,971,29,224,513,0.067318358,0.002010538,0.015529673,0.035565724
LL,2012,Dec-12,25,-25,5,4500,1458,0,0,0,0.324,0,0,0
LL,2012,Dec-12,25,-25,10,79874,24545,21,0,0,0.307296492,0.000262914,0,0
LL,2013,Jan-13,20,-20,5,2000,1150,50,35,0,0.575,0.025,0.0175,0
LL,2013,Feb-13,25,-25,10,102684,36389,2292,0,253,0.354378482,0.022320907,0,0.00246387
LL,2013,Feb-13,15,-15,10,31104,374,0,3080,517,0.012024177,0,0.099022634,0.016621656
LL,2013,Feb-13,20,-20,10,7200,0,60,356,68,0,0.008333333,0.049444444,0.009444444
LL,2013,Feb-13,20,-20,10,7200,784,70,60,0,0.108888889,0.009722222,0.008333333,0
LL,2013,Feb-13,25,-25,0,18000,14271,141,0,0,0.792833333,0.007833333,0,0
LL,2013,Feb-13,25,-25,5,4000,2085,48,0,0,0.52125,0.012,0,0
LL,2013,Feb-13,25,-25,10,39850,11720,101,55,157,0.294102886,0.002534504,0.001380176,0.003939774
LL,2013,Mar-13,15,-15,5,12441,210,96,349,5574,0.016879672,0.007716422,0.028052407,0.448034724
LL,2013,Mar-13,15,-15,10,79866,1337,97,1348,50844,0.01674054,0.001214534,0.016878271,0.636616332
LL,2013,Mar-13,20,-20,10,20112,1264,0,808,239,0.062848051,0,0.04017502,0.011883453
LL,2013,Mar-13,25,-25,0,18900,12470,152,0,0,0.65978836,0.008042328,0,0
LL,2013,Mar-13,25,-25,10,30702,134,0,142,196,0.004364537,0,0.004625106,0.006383949
LL,2013,Apr-13,15,-15,0,30702,6070,80,0,751,0.19770699,0.002605693,0,0.024460947
LL,2013,Apr-13,15,-15,5,30702,500,0,0,20,0.016285584,0,0,0.000651423
LL,2013,Apr-13,15,-15,5,121768,1243,805,7044,61648,0.010207936,0.006610932,0.05784771,0.506274226
LL,2013,Apr-13,15,-15,10,103732,674,276,5263,46133,0.006497513,0.002660703,0.050736513,0.44473258
LL,2013,Apr-13,15,-15,10,7346,800,75,0,65,0.108902804,0.010209638,0,0.008848353
LL,2013,Apr-13,20,-20,0,7346,6422,825,370,2167,0.874217261,0.112306017,0.050367547,0.294990471
LL,2013,Apr-13,20,-20,5,7346,4730,180,125,510,0.64388783,0.024503131,0.017016063,0.069425538
LL,2013,Apr-13,20,-20,5,7346,1654,883,687,345,0.225156548,0.12020147,0.093520283,0.046964334
LL,2013,Apr-13,20,-20,10,51024,5306,951,2660,3243,0.103990279,0.018638288,0.05213233,0.063558325
LL,2013,Apr-13,25,-25,0,54600,29868,583,0,276,0.547032967,0.010677656,0,0.005054945
