"Gear
Group",Year,Time,Lat,Latd,Lon,Effort,SWO,ALB,YFT,BET,CPUE-SWO,CPUE-ALB,CPUE-YFT,CPUE-BET
LL,2017,17-Feb,35,-35,19,3200,0,0,0,0,0,0,0,0
LL,2017,17-Feb,36,-36,18,3100,132,0,51,20,0.042580645,0,0.016451613,0.006451613
LL,2017,17-Feb,36,-36,19,1500,0,0,0,0,0,0,0,0
LL,2017,17-Feb,36,-36,19,4696,1137,173,0,0,0.242120954,0.036839864,0,0
LL,2017,17-Mar,29,-29,4,3000,1986,0,171,10,0.662,0,0.057,0.003333333
LL,2017,17-Mar,31,-31,7,1500,0,978,0,0,0,0.652,0,0
LL,2017,17-Mar,31,-31,8,12000,0,3910,0,40,0,0.325833333,0,0.003333333
LL,2017,17-Mar,31,-31,15,4420,132,0,186,15,0.029864253,0,0.042081448,0.003393665
LL,2017,17-Mar,31,-31,16,1800,0,115,0,0,0,0.063888889,0,0
LL,2017,17-Mar,32,-32,15,1210,74,0,0,40,0.061157025,0,0,0.033057851
LL,2017,17-Mar,32,-32,16,1700,0,0,0,60,0,0,0,0.035294118
LL,2017,17-Mar,33,-33,16,1352,283,0,73,12,0.209319527,0,0.053994083,0.00887574
LL,2017,17-Mar,34,-34,16,1250,141,0,193,24,0.1128,0,0.1544,0.0192
LL,2017,17-Mar,34,-34,17,2800,395,0,160,0,0.141071429,0,0.057142857,0
LL,2017,17-Mar,34,-34,17,1000,38,25,0,0,0.038,0.025,0,0
LL,2017,17-Mar,34,-34,18,1476,458,75,23,24,0.310298103,0.050813008,0.015582656,0.016260163
LL,2017,17-Mar,34,-34,18,2560,267,703,562,0,0.104296875,0.274609375,0.21953125,0
LL,2017,17-Mar,35,-35,18,3720,0,102,215,57,0,0.027419355,0.057795699,0.015322581
LL,2017,17-Mar,35,-35,18,8000,542,151,128,0,0.06775,0.018875,0.016,0
LL,2017,17-Mar,35,-35,18,7470,504,754,566,124,0.06746988,0.100937082,0.075769746,0.016599732
LL,2017,17-Mar,35,-35,19,2618,0,0,66,0,0,0,0.025210084,0
LL,2017,17-Mar,35,-35,19,4800,37,69,14,0,0.007708333,0.014375,0.002916667,0
LL,2017,17-Mar,36,-36,19,2600,0,0,16,0,0,0,0.006153846,0
LL,2017,17-Apr,30,-30,12,1350,0,174,0,26,0,0.128888889,0,0.019259259
LL,2017,17-Apr,30,-30,13,1300,92,35,90,300,0.070769231,0.026923077,0.069230769,0.230769231
LL,2017,17-Apr,30,-30,14,6050,1045,702,212,379,0.172727273,0.116033058,0.035041322,0.062644628
LL,2017,17-Apr,30,-30,14,9300,1695,2369,520,908,0.182258065,0.254731183,0.055913978,0.097634409
LL,2017,17-Apr,31,-31,13,1200,95,47,220,104,0.079166667,0.039166667,0.183333333,0.086666667
LL,2017,17-Apr,31,-31,15,1350,0,0,103,40,0,0,0.076296296,0.02962963
LL,2017,17-Apr,32,-32,14,1200,99,23,40,22,0.0825,0.019166667,0.033333333,0.018333333
LL,2017,17-Apr,32,-32,15,1350,0,222,202,55,0,0.164444444,0.14962963,0.040740741
LL,2017,17-Apr,32,-32,16,1320,0,0,0,0,0,0,0,0
LL,2017,17-Apr,32,-32,16,1000,79,46,0,0,0.079,0.046,0,0
LL,2017,17-Apr,32,-32,16,1300,271,325,0,16,0.208461538,0.25,0,0.012307692
LL,2017,17-Apr,33,-33,14,3300,208,306,216,80,0.063030303,0.092727273,0.065454545,0.024242424
LL,2017,17-Apr,33,-33,15,3300,0,0,77,220,0,0,0.023333333,0.066666667
LL,2017,17-Apr,33,-33,16,1490,0,0,0,25,0,0,0,0.016778523
LL,2017,17-Apr,33,-33,16,2800,0,46,57,40,0,0.016428571,0.020357143,0.014285714
LL,2017,17-Apr,33,-33,16,8500,462,324,32,499,0.054352941,0.038117647,0.003764706,0.058705882
LL,2017,17-Apr,33,-33,17,1365,0,98,0,50,0,0.071794872,0,0.036630037
LL,2017,17-Apr,33,-33,17,1000,0,0,0,14,0,0,0,0.014
LL,2017,17-Apr,34,-34,8,1500,0,288,0,0,0,0.192,0,0
LL,2017,17-Apr,34,-34,15,2300,105,0,0,0,0.045652174,0,0,0
LL,2017,17-Apr,34,-34,16,1300,132,0,79,35,0.101538462,0,0.060769231,0.026923077
LL,2017,17-Apr,34,-34,17,10950,660,98,396,75,0.060273973,0.008949772,0.036164384,0.006849315
LL,2017,17-Apr,34,-34,18,11300,1202,0,186,0,0.106371681,0,0.016460177,0
LL,2017,17-Apr,35,-35,16,900,39,0,0,0,0.043333333,0,0,0
LL,2017,17-Apr,35,-35,18,6280,689,0,130,0,0.109713376,0,0.020700637,0
LL,2017,17-May,30,-30,13,1460,105,0,0,30,0.071917808,0,0,0.020547945
LL,2017,17-May,30,-30,14,1200,631,92,0,20,0.525833333,0.076666667,0,0.016666667
LL,2017,17-May,30,-30,14,10641,981,1839,189,390,0.092190584,0.172822103,0.017761489,0.036650691
LL,2017,17-May,30,-30,15,1500,204,477,0,210,0.136,0.318,0,0.14
LL,2017,17-May,31,-31,11,3000,1019,695,356,1200,0.339666667,0.231666667,0.118666667,0.4
LL,2017,17-May,31,-31,14,1200,355,69,0,120,0.295833333,0.0575,0,0.1
LL,2017,17-May,32,-32,11,3000,802,948,362,442,0.267333333,0.316,0.120666667,0.147333333
LL,2017,17-May,32,-32,12,5400,1995,685,108,504,0.369444444,0.126851852,0.02,0.093333333
LL,2017,17-May,32,-32,15,2450,592,92,34,84,0.241632653,0.03755102,0.013877551,0.034285714
LL,2017,17-May,33,-33,15,1300,462,0,0,24,0.355384615,0,0,0.018461538
LL,2017,17-May,33,-33,16,4845,384,148,86,234,0.079256966,0.030546956,0.017750258,0.048297214
LL,2017,17-May,33,-33,16,1000,168,0,0,0,0.168,0,0,0
LL,2017,17-May,33,-33,17,2600,364,298,0,0,0.14,0.114615385,0,0
LL,2017,17-May,33,-33,17,1000,0,62,72,0,0,0.062,0.072,0
LL,2017,17-May,34,-34,15,1300,638,0,154,45,0.490769231,0,0.118461538,0.034615385
LL,2017,17-May,34,-34,15,12150,2508,996,985,445,0.206419753,0.081975309,0.081069959,0.036625514
LL,2017,17-May,34,-34,16,1300,427,0,0,0,0.328461538,0,0,0
LL,2017,17-May,34,-34,16,2700,156,463,108,70,0.057777778,0.171481481,0.04,0.025925926
LL,2017,17-May,34,-34,17,2820,483,124,171,321,0.171276596,0.043971631,0.060638298,0.113829787
LL,2017,17-May,34,-34,17,12700,697,641,356,90,0.05488189,0.050472441,0.028031496,0.007086614
LL,2017,17-May,34,-34,17,3960,0,311,518,210,0,0.078535354,0.130808081,0.053030303
LL,2017,17-May,34,-34,18,4243,170,772,167,206,0.040065991,0.181946736,0.039358944,0.048550554
LL,2017,17-May,34,-34,18,5200,0,391,158,152,0,0.075192308,0.030384615,0.029230769
LL,2017,17-May,34,-34,18,600,193,0,0,0,0.321666667,0,0,0
LL,2017,17-May,34,-34,19,1200,79,98,0,11,0.065833333,0.081666667,0,0.009166667
LL,2017,17-May,35,-35,16,1300,309,0,266,0,0.237692308,0,0.204615385,0
LL,2017,17-May,35,-35,17,1302,451,109,86,325,0.346390169,0.083717358,0.066052227,0.249615975
LL,2017,17-May,35,-35,18,33700,7319,4356,1503,309,0.217181009,0.12925816,0.044599407,0.009169139
LL,2017,17-May,35,-35,18,5850,0,784,337,118,0,0.134017094,0.057606838,0.02017094
LL,2017,17-May,35,-35,19,17300,2166,69,136,12,0.125202312,0.003988439,0.007861272,0.000693642
LL,2017,17-May,36,-36,17,2400,559,138,170,12,0.232916667,0.0575,0.070833333,0.005
LL,2017,17-May,36,-36,18,2600,276,305,271,47,0.106153846,0.117307692,0.104230769,0.018076923
LL,2017,17-May,36,-36,19,6700,892,1178,1336,175,0.133134328,0.175820896,0.199402985,0.026119403
LL,2017,17-Jun,28,-28,7,1550,46,315,54,60,0.029677419,0.203225806,0.03483871,0.038709677
LL,2017,17-Jun,28,-28,9,1550,671,263,49,30,0.432903226,0.169677419,0.031612903,0.019354839
LL,2017,17-Jun,28,-28,10,1500,118,390,79,238,0.078666667,0.26,0.052666667,0.158666667
LL,2017,17-Jun,29,-29,10,1350,442,87,42,105,0.327407407,0.064444444,0.031111111,0.077777778
LL,2017,17-Jun,30,-30,7,1550,259,351,0,112,0.167096774,0.226451613,0,0.072258065
LL,2017,17-Jun,30,-30,10,4650,1022,1076,735,1240,0.219784946,0.231397849,0.158064516,0.266666667
LL,2017,17-Jun,30,-30,11,1550,88,980,389,444,0.056774194,0.632258065,0.250967742,0.286451613
LL,2017,17-Jun,30,-30,13,1500,409,0,160,60,0.272666667,0,0.106666667,0.04
LL,2017,17-Jun,30,-30,13,4000,1020,282,153,370,0.255,0.0705,0.03825,0.0925
LL,2017,17-Jun,30,-30,14,4000,2360,1326,325,554,0.59,0.3315,0.08125,0.1385
LL,2017,17-Jun,30,-30,14,30250,10870,2600,991,4160,0.359338843,0.085950413,0.032760331,0.137520661
LL,2017,17-Jun,31,-31,11,1550,693,207,246,396,0.447096774,0.133548387,0.158709677,0.255483871
LL,2017,17-Jun,31,-31,14,2550,585,170,71,406,0.229411765,0.066666667,0.027843137,0.159215686
LL,2017,17-Jun,31,-31,14,10950,4411,247,377,715,0.40283105,0.022557078,0.034429224,0.065296804
LL,2017,17-Jun,31,-31,14,4600,1215,0,88,280,0.264130435,0,0.019130435,0.060869565
LL,2017,17-Jun,32,-32,14,5990,3056,550,766,1570,0.510183639,0.091819699,0.1278798,0.262103506
LL,2017,17-Jun,32,-32,14,4800,2104,512,701,1575,0.438333333,0.106666667,0.146041667,0.328125
LL,2017,17-Jun,32,-32,14,3700,710,319,342,560,0.191891892,0.086216216,0.092432432,0.151351351
LL,2017,17-Jun,32,-32,15,1300,209,25,21,98,0.160769231,0.019230769,0.016153846,0.075384615
LL,2017,17-Jun,32,-32,15,6100,1973,230,401,1132,0.323442623,0.037704918,0.065737705,0.18557377
LL,2017,17-Jun,32,-32,15,3800,1503,224,519,650,0.395526316,0.058947368,0.136578947,0.171052632
LL,2017,17-Jun,33,-33,14,1200,395,0,43,110,0.329166667,0,0.035833333,0.091666667
LL,2017,17-Jun,33,-33,15,2400,1315,357,43,205,0.547916667,0.14875,0.017916667,0.085416667
LL,2017,17-Jun,33,-33,17,1000,0,0,0,0,0,0,0,0
LL,2017,17-Jun,34,-34,17,2000,97,0,0,0,0.0485,0,0,0
LL,2017,17-Jun,34,-34,18,1000,0,0,0,0,0,0,0,0
LL,2017,17-Jun,35,-35,17,3190,647,255,281,543,0.202821317,0.079937304,0.088087774,0.170219436
LL,2017,17-Jun,35,-35,17,1960,197,236,426,390,0.100510204,0.120408163,0.217346939,0.198979592
LL,2017,17-Jun,35,-35,18,2000,0,0,0,0,0,0,0,0
LL,2017,17-Jun,35,-35,18,2800,174,874,712,220,0.062142857,0.312142857,0.254285714,0.078571429
LL,2017,17-Jun,35,-35,19,9750,250,0,429,0,0.025641026,0,0.044,0
LL,2017,17-Jun,36,-36,19,1350,0,0,18,0,0,0,0.013333333,0
LL,2017,17-Jul,30,-30,12,9400,3925,1134,49,1590,0.417553191,0.120638298,0.005212766,0.169148936
LL,2017,17-Jul,30,-30,13,10600,6286,2228,111,9660,0.593018868,0.210188679,0.010471698,0.911320755
LL,2017,17-Jul,30,-30,13,1900,899,212,0,200,0.473157895,0.111578947,0,0.105263158
LL,2017,17-Jul,30,-30,14,13700,8981,2657,45,7795,0.655547445,0.193941606,0.003284672,0.568978102
LL,2017,17-Jul,31,-31,13,8400,4833,788,81,2310,0.575357143,0.093809524,0.009642857,0.275
LL,2017,17-Jul,31,-31,14,27800,16952,3682,355,8090,0.609784173,0.132446043,0.012769784,0.291007194
LL,2017,17-Jul,32,-32,14,10200,7017,537,266,1210,0.687941176,0.052647059,0.026078431,0.118627451
LL,2017,17-Jul,33,-33,17,4000,60,199,0,20,0.015,0.04975,0,0.005
LL,2017,17-Jul,34,-34,17,5600,60,182,23,28,0.010714286,0.0325,0.004107143,0.005
LL,2017,17-Jul,34,-34,18,5100,0,237,53,109,0,0.046470588,0.010392157,0.021372549
LL,2017,17-Jul,35,-35,17,1350,406,350,145,55,0.300740741,0.259259259,0.107407407,0.040740741
LL,2017,17-Jul,35,-35,18,9702,1721,1993,279,3514,0.177386106,0.205421563,0.028756957,0.362193362
LL,2017,17-Jul,35,-35,18,18800,909,3678,748,2320,0.048351064,0.195638298,0.039787234,0.123404255
LL,2017,17-Jul,35,-35,18,9000,809,3554,1154,2600,0.089888889,0.394888889,0.128222222,0.288888889
LL,2017,17-Jul,35,-35,19,5275,0,0,63,0,0,0,0.011943128,0
LL,2017,17-Jul,36,-36,19,3196,397,573,667,516,0.124217772,0.179286608,0.208698373,0.161451815
LL,2017,17-Jul,36,-36,19,10000,826,4905,536,2051,0.0826,0.4905,0.0536,0.2051
LL,2017,17-Jul,36,-36,19,4800,1661,1205,1130,385,0.346041667,0.251041667,0.235416667,0.080208333
LL,2017,17-Aug,30,-30,14,1200,158,0,45,250,0.131666667,0,0.0375,0.208333333
LL,2017,17-Aug,31,-31,13,3600,1742,173,0,1025,0.483888889,0.048055556,0,0.284722222
LL,2017,17-Aug,31,-31,15,2400,230,719,0,175,0.095833333,0.299583333,0,0.072916667
LL,2017,17-Aug,32,-32,16,1200,0,92,0,45,0,0.076666667,0,0.0375
LL,2017,17-Aug,33,-33,16,1200,0,460,0,450,0,0.383333333,0,0.375
LL,2017,17-Aug,33,-33,17,12950,1788,2492,68,4590,0.138069498,0.192432432,0.005250965,0.354440154
LL,2017,17-Aug,34,-34,16,1350,197,978,51,1200,0.145925926,0.724444444,0.037777778,0.888888889
LL,2017,17-Aug,34,-34,17,8686,1954,2844,1547,3180,0.224959705,0.32742344,0.178102694,0.366106378
LL,2017,17-Aug,34,-34,17,23450,3311,9376,2692,12585,0.14119403,0.399829424,0.114797441,0.536673774
LL,2017,17-Aug,34,-34,17,4600,717,1150,452,2300,0.155869565,0.25,0.09826087,0.5
LL,2017,17-Aug,34,-34,18,9600,0,0,0,39,0,0,0,0.0040625
LL,2017,17-Aug,35,-35,17,7000,734,1870,983,2640,0.104857143,0.267142857,0.140428571,0.377142857
LL,2017,17-Aug,35,-35,18,3105,150,752,923,1065,0.048309179,0.242190016,0.29726248,0.342995169
LL,2017,17-Aug,35,-35,18,8850,1428,2050,1255,1930,0.161355932,0.231638418,0.14180791,0.218079096
LL,2017,17-Aug,35,-35,18,16700,3136,4462,2124,4110,0.187784431,0.267185629,0.127185629,0.246107784
LL,2017,17-Aug,35,-35,19,10850,170,51,86,250,0.015668203,0.004700461,0.007926267,0.023041475
LL,2017,17-Aug,36,-36,18,1500,0,95,525,100,0,0.063333333,0.35,0.066666667
LL,2017,17-Aug,36,-36,19,11800,1469,7488,3317,2942,0.124491525,0.634576271,0.281101695,0.249322034
LL,2017,17-Aug,39,-39,17,1000,0,0,0,0,0,0,0,0
LL,2017,17-Sep,30,-30,13,2400,335,460,0,250,0.139583333,0.191666667,0,0.104166667
LL,2017,17-Sep,30,-30,14,5200,822,2156,0,345,0.158076923,0.414615385,0,0.066346154
LL,2017,17-Sep,31,-31,15,2700,197,403,0,10,0.072962963,0.149259259,0,0.003703704
LL,2017,17-Sep,32,-32,14,7500,1716,965,123,110,0.2288,0.128666667,0.0164,0.014666667
LL,2017,17-Sep,32,-32,16,2700,74,1543,0,210,0.027407407,0.571481481,0,0.077777778
LL,2017,17-Sep,33,-33,14,2550,1239,86,129,490,0.485882353,0.03372549,0.050588235,0.192156863
LL,2017,17-Sep,33,-33,17,1000,0,0,0,0,0,0,0,0
LL,2017,17-Sep,34,-34,15,1200,0,205,96,200,0,0.170833333,0.08,0.166666667
LL,2017,17-Sep,34,-34,16,1500,87,268,0,29,0.058,0.178666667,0,0.019333333
LL,2017,17-Sep,34,-34,16,4100,188,881,73,760,0.045853659,0.214878049,0.017804878,0.185365854
LL,2017,17-Sep,34,-34,17,2961,171,685,303,1439,0.05775076,0.231340763,0.102330294,0.485984465
LL,2017,17-Sep,34,-34,17,13400,785,1511,791,3080,0.05858209,0.112761194,0.059029851,0.229850746
LL,2017,17-Sep,34,-34,17,4700,697,914,452,1600,0.148297872,0.194468085,0.096170213,0.340425532
LL,2017,17-Sep,34,-34,18,3200,305,267,658,1297,0.0953125,0.0834375,0.205625,0.4053125
LL,2017,17-Sep,34,-34,18,5600,0,41,0,40,0,0.007321429,0,0.007142857
LL,2017,17-Sep,34,-34,18,2800,322,679,175,1000,0.115,0.2425,0.0625,0.357142857
LL,2017,17-Sep,34,-34,19,1200,0,0,0,0,0,0,0,0
LL,2017,17-Sep,35,-35,17,2000,302,115,311,200,0.151,0.0575,0.1555,0.1
LL,2017,17-Sep,35,-35,18,4500,960,644,243,1680,0.213333333,0.143111111,0.054,0.373333333
LL,2017,17-Sep,35,-35,19,3100,268,109,281,200,0.086451613,0.03516129,0.090645161,0.064516129
LL,2017,17-Sep,35,-35,19,7525,0,0,57,300,0,0,0.007574751,0.03986711
LL,2017,17-Sep,35,-35,19,1800,0,201,548,240,0,0.111666667,0.304444444,0.133333333
LL,2017,17-Sep,36,-36,18,1600,0,0,0,12,0,0,0,0.0075
LL,2017,17-Sep,36,-36,18,2200,46,155,350,300,0.020909091,0.070454545,0.159090909,0.136363636
LL,2017,17-Sep,36,-36,19,5600,1099,2428,7389,980,0.19625,0.433571429,1.319464286,0.175
LL,2017,17-Sep,36,-36,19,3200,59,590,1310,200,0.0184375,0.184375,0.409375,0.0625
LL,2017,17-Oct,30,-30,14,22200,1926,24038,28,2995,0.086756757,1.082792793,0.001261261,0.13490991
LL,2017,17-Oct,30,-30,15,1200,0,966,0,30,0,0.805,0,0.025
LL,2017,17-Oct,31,-31,15,2800,546,199,0,10,0.195,0.071071429,0,0.003571429
LL,2017,17-Oct,32,-32,16,1600,0,69,0,24,0,0.043125,0,0.015
LL,2017,17-Oct,33,-33,16,1200,84,101,0,0,0.07,0.084166667,0,0
LL,2017,17-Oct,33,-33,16,2400,46,1127,79,110,0.019166667,0.469583333,0.032916667,0.045833333
LL,2017,17-Oct,33,-33,17,1200,79,360,0,15,0.065833333,0.3,0,0.0125
LL,2017,17-Oct,33,-33,17,4200,274,116,0,63,0.065238095,0.027619048,0,0.015
LL,2017,17-Oct,34,-34,17,3056,46,261,136,81,0.015052356,0.085405759,0.044502618,0.026505236
LL,2017,17-Oct,34,-34,17,3600,0,40,0,100,0,0.011111111,0,0.027777778
LL,2017,17-Oct,34,-34,17,4100,79,422,182,130,0.019268293,0.102926829,0.044390244,0.031707317
LL,2017,17-Oct,34,-34,18,1200,0,192,67,26,0,0.16,0.055833333,0.021666667
LL,2017,17-Oct,34,-34,18,7200,296,407,718,397,0.041111111,0.056527778,0.099722222,0.055138889
LL,2017,17-Oct,35,-35,18,17450,1738,3000,11745,2438,0.099598854,0.171919771,0.673065903,0.139713467
LL,2017,17-Oct,35,-35,18,2000,155,204,330,10,0.0775,0.102,0.165,0.005
LL,2017,17-Oct,35,-35,19,1540,234,63,765,52,0.151948052,0.040909091,0.496753247,0.033766234
LL,2017,17-Oct,35,-35,19,6950,197,928,8593,825,0.028345324,0.13352518,1.236402878,0.118705036
LL,2017,17-Oct,36,-36,18,5200,659,236,890,250,0.126730769,0.045384615,0.171153846,0.048076923
LL,2017,17-Oct,36,-36,19,3260,64,44,348,0,0.019631902,0.013496933,0.106748466,0
LL,2017,17-Oct,36,-36,19,16050,3987,1386,7550,516,0.248411215,0.08635514,0.470404984,0.032149533
LL,2017,17-Nov,30,-30,8,1200,0,138,0,25,0,0.115,0,0.020833333
LL,2017,17-Nov,30,-30,9,1300,210,63,0,100,0.161538462,0.048461538,0,0.076923077
LL,2017,17-Nov,30,-30,10,1400,112,173,0,50,0.08,0.123571429,0,0.035714286
LL,2017,17-Nov,30,-30,14,46650,1590,37792,151,4233,0.034083601,0.810117899,0.00323687,0.09073955
LL,2017,17-Nov,30,-30,14,2900,158,190,0,150,0.054482759,0.065517241,0,0.051724138
LL,2017,17-Nov,30,-30,15,1410,0,173,0,182,0,0.122695035,0,0.129078014
LL,2017,17-Nov,30,-30,15,4300,0,2381,40,300,0,0.55372093,0.009302326,0.069767442
LL,2017,17-Nov,31,-31,8,1000,0,138,0,80,0,0.138,0,0.08
LL,2017,17-Nov,31,-31,15,2400,0,308,0,0,0,0.128333333,0,0
LL,2017,17-Nov,31,-31,15,2800,0,634,0,20,0,0.226428571,0,0.007142857
LL,2017,17-Nov,31,-31,19,1500,0,70,0,10,0,0.046666667,0,0.006666667
LL,2017,17-Nov,33,-33,17,1980,488,536,455,344,0.246464646,0.270707071,0.22979798,0.173737374
LL,2017,17-Nov,33,-33,17,7500,1469,3747,782,1040,0.195866667,0.4996,0.104266667,0.138666667
LL,2017,17-Nov,34,-34,17,4800,0,819,113,368,0,0.170625,0.023541667,0.076666667
LL,2017,17-Nov,34,-34,17,4900,0,0,664,0,0,0,0.135510204,0
LL,2017,17-Nov,34,-34,17,1200,39,173,237,90,0.0325,0.144166667,0.1975,0.075
LL,2017,17-Nov,34,-34,18,1370,0,492,292,287,0,0.359124088,0.213138686,0.209489051
LL,2017,17-Nov,34,-34,18,9150,0,0,34,0,0,0,0.003715847,0
LL,2017,17-Nov,35,-35,15,1200,66,0,0,0,0.055,0,0,0
LL,2017,17-Nov,35,-35,17,1100,0,230,113,24,0,0.209090909,0.102727273,0.021818182
LL,2017,17-Nov,35,-35,18,4160,1057,337,1400,176,0.254086538,0.081009615,0.336538462,0.042307692
LL,2017,17-Nov,35,-35,18,10600,940,345,11074,85,0.088679245,0.03254717,1.044716981,0.008018868
LL,2017,17-Nov,35,-35,18,1900,0,357,40,125,0,0.187894737,0.021052632,0.065789474
LL,2017,17-Nov,35,-35,19,7200,530,926,2531,310,0.073611111,0.128611111,0.351527778,0.043055556
LL,2017,17-Nov,35,-35,19,18245,750,817,5363,195,0.041107153,0.044779392,0.293943546,0.01068786
LL,2017,17-Nov,36,-36,19,4100,1322,367,3344,0,0.322439024,0.089512195,0.815609756,0
LL,2017,17-Nov,36,-36,19,2400,362,23,622,190,0.150833333,0.009583333,0.259166667,0.079166667
LL,2017,17-Dec,29,-29,8,3000,,,,,0,0,0,0
LL,2017,17-Dec,29,-29,14,2550,0,3574,0,650,0,1.401568627,0,0.254901961
LL,2017,17-Dec,30,-30,8,3000,24,21,0,0,0.008,0.007,0,0
LL,2017,17-Dec,30,-30,14,13650,413,21918,287,4564,0.03025641,1.605714286,0.021025641,0.334358974
LL,2017,17-Dec,30,-30,15,1350,147,1796,54,321,0.108888889,1.33037037,0.04,0.237777778
LL,2017,17-Dec,31,-31,7,1500,,,,,0,0,0,0
LL,2017,17-Dec,31,-31,8,16500,47,97,0,20,0.002848485,0.005878788,0,0.001212121
LL,2017,17-Dec,31,-31,15,1200,66,40,0,10,0.055,0.033333333,0,0.008333333
LL,2017,17-Dec,33,-33,16,1000,0,0,0,0,0,0,0,0
LL,2017,17-Dec,33,-33,17,1000,0,0,0,9,0,0,0,0.009
LL,2017,17-Dec,33,-33,17,2800,0,150,624,288,0,0.053571429,0.222857143,0.102857143
LL,2017,17-Dec,34,-34,17,4800,120,0,0,20,0.025,0,0,0.004166667
LL,2017,17-Dec,34,-34,18,4500,0,0,0,10,0,0,0,0.002222222
LL,2017,17-Dec,34,-34,18,3000,237,285,868,72,0.079,0.095,0.289333333,0.024
LL,2017,17-Dec,35,-35,16,1000,0,138,23,35,0,0.138,0.023,0.035
LL,2017,17-Dec,35,-35,18,2400,740,258,2825,0,0.308333333,0.1075,1.177083333,0
LL,2017,17-Dec,35,-35,18,33750,1802,907,17239,264,0.053392593,0.026874074,0.510785185,0.007822222
LL,2017,17-Dec,35,-35,18,7000,154,334,10381,200,0.022,0.047714286,1.483,0.028571429
LL,2017,17-Dec,35,-35,19,15290,1479,0,400,0,0.096729889,0,0.026160889,0
LL,2017,17-Dec,36,-36,18,1200,39,0,34,0,0.0325,0,0.028333333,0
LL,2017,17-Dec,36,-36,19,2900,210,0,416,30,0.072413793,0,0.143448276,0.010344828
LL,2018,18-Jan,30,-30,14,11400,191,3635,1088,2949,0.016754386,0.318859649,0.095438596,0.258684211
LL,2018,18-Jan,30,-30,15,1200,0,0,28,150,0,0,0.023333333,0.125
LL,2018,18-Jan,33,-33,17,2800,0,0,0,10,0,0,0,0.003571429
LL,2018,18-Jan,34,-34,17,500,0,0,0,0,0,0,0,0
LL,2018,18-Jan,34,-34,18,10540,0,0,20,13,0,0,0.001897533,0.001233397
LL,2018,18-Jan,34,-34,18,1200,0,0,833,0,0,0,0.694166667,0
LL,2018,18-Jan,35,-35,18,3696,62,0,0,0,0.016774892,0,0,0
LL,2018,18-Jan,35,-35,18,8200,197,580,2468,1120,0.02402439,0.070731707,0.30097561,0.136585366
LL,2018,18-Jan,35,-35,19,14340,1019,0,103,0,0.071059972,0,0.007182706,0
LL,2018,18-Jan,36,-36,19,9850,3085,0,141,0,0.31319797,0,0.014314721,0
LL,2018,18-Feb,30,-30,14,2500,210,525,203,1792,0.084,0.21,0.0812,0.7168
LL,2018,18-Feb,30,-30,15,2000,0,96,113,0,0,0.048,0.0565,0
LL,2018,18-Feb,33,-33,17,700,0,0,0,0,0,0,0,0
LL,2018,18-Feb,34,-34,17,3300,0,51,158,0,0,0.015454545,0.047878788,0
LL,2018,18-Feb,34,-34,18,10300,22,0,0,0,0.002135922,0,0,0
LL,2018,18-Feb,35,-35,18,5980,936,623,1474,45,0.156521739,0.104180602,0.246488294,0.007525084
LL,2018,18-Feb,35,-35,19,9820,33,113,198,0,0.003360489,0.011507128,0.020162933,0
LL,2018,18-Feb,35,-35,19,5600,345,328,502,30,0.061607143,0.058571429,0.089642857,0.005357143
LL,2018,18-Feb,36,-36,19,3200,658,226,85,0,0.205625,0.070625,0.0265625,0
LL,2018,18-Mar,30,-30,13,6200,618,1859,313,573,0.099677419,0.29983871,0.050483871,0.092419355
LL,2018,18-Mar,30,-30,14,2900,0,688,518,330,0,0.237241379,0.17862069,0.113793103
LL,2018,18-Mar,30,-30,14,1800,0,124,0,0,0,0.068888889,0,0
LL,2018,18-Mar,30,-30,15,1600,0,0,133,510,0,0,0.083125,0.31875
LL,2018,18-Mar,30,-30,15,1000,0,0,0,42,0,0,0,0.042
LL,2018,18-Mar,31,-31,8,16500,0,2000,0,0,0,0.121212121,0,0
LL,2018,18-Mar,31,-31,13,1550,95,46,54,29,0.061290323,0.029677419,0.03483871,0.018709677
LL,2018,18-Mar,31,-31,14,2900,426,458,227,75,0.146896552,0.157931034,0.078275862,0.025862069
LL,2018,18-Mar,31,-31,15,1600,0,0,133,2220,0,0,0.083125,1.3875
LL,2018,18-Mar,32,-32,16,2400,0,0,133,7800,0,0,0.055416667,3.25
LL,2018,18-Mar,33,-33,17,1160,75,0,68,0,0.064655172,0,0.05862069,0
LL,2018,18-Mar,34,-34,14,1000,53,0,79,0,0.053,0,0.079,0
LL,2018,18-Mar,34,-34,17,2000,0,0,128,0,0,0,0.064,0
LL,2018,18-Mar,34,-34,17,1800,64,0,0,0,0.035555556,0,0,0
LL,2018,18-Mar,34,-34,18,10000,21,0,0,0,0.0021,0,0,0
LL,2018,18-Mar,35,-35,17,1100,289,87,136,14,0.262727273,0.079090909,0.123636364,0.012727273
LL,2018,18-Mar,35,-35,17,2900,356,97,249,30,0.122758621,0.033448276,0.085862069,0.010344828
LL,2018,18-Mar,35,-35,18,10800,441,113,71,0,0.040833333,0.010462963,0.006574074,0
LL,2018,18-Mar,35,-35,18,1300,39,124,170,10,0.03,0.095384615,0.130769231,0.007692308
LL,2018,18-Mar,35,-35,18,3342,121,0,102,0,0.036205865,0,0.030520646,0
LL,2018,18-Mar,35,-35,19,9275,434,0,0,0,0.046792453,0,0,0
